from case url https://indiankanoon.org/docfragment/190139671/?formInput=doctypes%3A%20supremecourt%20fromdate%3A%201-4-1947%20todate%3A%2030-4-1947  03/18/2021, 19:10:52local variable 'judgement_div' referenced before assignment
from case url https://indiankanoon.org/docfragment/1061845/?formInput=doctypes%3A%20chennai%20fromdate%3A%201-2-1915%20todate%3A%2028-2-1915  03/21/2021, 10:08:45No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056cdb7a9503edc404636be, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.2482447972702212>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.25801026435918173>]>
from case url https://indiankanoon.org/docfragment/473280/?formInput=doctypes%3A%20bombay%20fromdate%3A%201-1-1932%20todate%3A%2031-1-1932  03/21/2021, 10:08:46No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056cdb802b360c6f5509509, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.25021743687946585>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.2594197163611534>]>
from case url https://indiankanoon.org/docfragment/1508952/?formInput=doctypes%3A%20chennai%20fromdate%3A%201-2-1915%20todate%3A%2028-2-1915  03/21/2021, 10:09:21No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056cddaa9503edc404636c0, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.24767803423956505>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.25714535668492317>]>
from case url https://indiankanoon.org/docfragment/1844217/?formInput=doctypes%3A%20bombay%20fromdate%3A%201-1-1932%20todate%3A%2031-1-1932  03/21/2021, 10:09:21No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056cdda02b360c6f550950b, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.2433739879133064>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.26686196375783766>]>
from case url https://indiankanoon.org/docfragment/128595/?formInput=doctypes%3A%20chennai%20fromdate%3A%201-2-1915%20todate%3A%2028-2-1915  03/21/2021, 10:09:56No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056cdfda9503edc404636c2, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.309521403684048>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.2566799607258872>]>
from case url https://indiankanoon.org/docfragment/301057/?formInput=doctypes%3A%20bombay%20fromdate%3A%201-1-1932%20todate%3A%2031-1-1932  03/21/2021, 10:09:57No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056cdfe02b360c6f550950d, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.31653999964124524>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.2576752803188283>]>
from case url https://indiankanoon.org/docfragment/1160858/?formInput=doctypes%3A%20chennai%20fromdate%3A%201-2-1915%20todate%3A%2028-2-1915  03/21/2021, 10:10:29No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056ce1ea9503edc404636c4, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.37883561252325315>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.2614636609855807>]>
from case url https://indiankanoon.org/docfragment/1410665/?formInput=doctypes%3A%20bombay%20fromdate%3A%201-1-1932%20todate%3A%2031-1-1932  03/21/2021, 10:10:31No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056ce2002b360c6f550950f, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.34222129383881117>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.2567514045202989>]>
from case url https://indiankanoon.org/docfragment/1042242/?formInput=doctypes%3A%20chennai%20fromdate%3A%201-2-1915%20todate%3A%2028-2-1915  03/21/2021, 10:11:03No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056ce40a9503edc404636c6, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.4906218070801697>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.2624977255686536>]>
from case url https://indiankanoon.org/docfragment/1239627/?formInput=doctypes%3A%20bombay%20fromdate%3A%201-1-1932%20todate%3A%2031-1-1932  03/21/2021, 10:11:04No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056ce4102b360c6f5509511, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.40627522800059535>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.2538645580901066>]>
from case url https://indiankanoon.org/docfragment/684332/?formInput=doctypes%3A%20chennai%20fromdate%3A%201-2-1915%20todate%3A%2028-2-1915  03/21/2021, 10:11:37No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056ce62a9503edc404636c8, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.2502956184679642>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.2541795762817492>]>
from case url https://indiankanoon.org/docfragment/407294/?formInput=doctypes%3A%20bombay%20fromdate%3A%201-1-1932%20todate%3A%2031-1-1932  03/21/2021, 10:11:38No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056ce6302b360c6f5509513, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.2587990261766827>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.2649654666424613>]>
from case url https://indiankanoon.org/docfragment/340562/?formInput=doctypes%3A%20chennai%20fromdate%3A%201-2-1915%20todate%3A%2028-2-1915  03/21/2021, 10:12:10No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056ce83a9503edc404636ca, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.25151609515887685>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.2524340530180489>]>
from case url https://indiankanoon.org/docfragment/77226/?formInput=doctypes%3A%20bombay%20fromdate%3A%201-1-1932%20todate%3A%2031-1-1932  03/21/2021, 10:12:13No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056ce8602b360c6f5509515, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.2560441422155709>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.2779566853598226>]>
from case url https://indiankanoon.org/docfragment/905628/?formInput=doctypes%3A%20chennai%20fromdate%3A%201-2-1915%20todate%3A%2028-2-1915  03/21/2021, 10:12:43No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056cea4a9503edc404636cc, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.24910365731891942>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.2607377830796759>]>
from case url https://indiankanoon.org/docfragment/903533/?formInput=doctypes%3A%20bombay%20fromdate%3A%201-1-1932%20todate%3A%2031-1-1932  03/21/2021, 10:12:47No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056cea802b360c6f5509517, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.2565399093623273>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.24996087767946307>]>
from case url https://indiankanoon.org/docfragment/52580/?formInput=doctypes%3A%20chennai%20fromdate%3A%201-2-1915%20todate%3A%2028-2-1915  03/21/2021, 10:13:16No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056cec5a9503edc404636ce, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.2762342625990277>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.25194991665665295>]>
from case url https://indiankanoon.org/docfragment/310227/?formInput=doctypes%3A%20bombay%20fromdate%3A%201-1-1932%20todate%3A%2031-1-1932  03/21/2021, 10:13:20No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056ceca02b360c6f5509519, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.2516996265362832>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.25651563119987264>]>
from case url https://indiankanoon.org/docfragment/1943692/?formInput=doctypes%3A%20chennai%20fromdate%3A%201-2-1915%20todate%3A%2028-2-1915  03/21/2021, 10:13:49No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056cee6a9503edc404636d0, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.246074762045173>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.25066288115980573>]>
from case url https://indiankanoon.org/docfragment/520430/?formInput=doctypes%3A%20bombay%20fromdate%3A%201-1-1932%20todate%3A%2031-1-1932  03/21/2021, 10:13:54No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056ceec02b360c6f550951b, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.25211387262545765>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.25452965933631644>]>
from case url https://indiankanoon.org/docfragment/542971/?formInput=doctypes%3A%20chennai%20fromdate%3A%201-2-1915%20todate%3A%2028-2-1915  03/21/2021, 10:14:21No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056cf06a9503edc404636d2, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.2600713833182818>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.2577283678875538>]>
from case url https://indiankanoon.org/docfragment/1888054/?formInput=doctypes%3A%20bombay%20fromdate%3A%201-1-1932%20todate%3A%2031-1-1932  03/21/2021, 10:14:28No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056cf0e02b360c6f550951d, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.31615350819978627>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.2541114438959631>]>
from case url https://indiankanoon.org/docfragment/499048/?formInput=doctypes%3A%20chennai%20fromdate%3A%201-2-1915%20todate%3A%2028-2-1915  03/21/2021, 10:14:55No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056cf28a9503edc404636d4, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.24224208415561593>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.24387892931670652>]>
from case url https://indiankanoon.org/docfragment/907349/?formInput=doctypes%3A%20bombay%20fromdate%3A%201-1-1932%20todate%3A%2031-1-1932  03/21/2021, 10:15:02No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056cf2f02b360c6f550951f, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.5331472864802345>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.2619858658976154>]>
from case url https://indiankanoon.org/docfragment/16169/?formInput=doctypes%3A%20chennai%20fromdate%3A%201-2-1915%20todate%3A%2028-2-1915  03/21/2021, 10:15:28No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056cf49a9503edc404636d6, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.4300315856796806>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.255591990753368>]>
from case url https://indiankanoon.org/docfragment/43239/?formInput=doctypes%3A%20bombay%20fromdate%3A%201-1-1932%20todate%3A%2031-1-1932  03/21/2021, 10:15:35No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056cf5002b360c6f5509521, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.34664558115997357>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.2591193439421477>]>
from case url https://indiankanoon.org/docfragment/606451/?formInput=doctypes%3A%20chennai%20fromdate%3A%201-2-1915%20todate%3A%2028-2-1915  03/21/2021, 10:16:01No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056cf6aa9503edc404636d8, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.33722102583647945>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.2494893340807758>]>
from case url https://indiankanoon.org/docfragment/1616724/?formInput=doctypes%3A%20bombay%20fromdate%3A%201-1-1932%20todate%3A%2031-1-1932  03/21/2021, 10:16:08No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056cf7202b360c6f5509523, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.4541765260419925>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.25736442356003686>]>
from case url https://indiankanoon.org/docfragment/1233440/?formInput=doctypes%3A%20chennai%20fromdate%3A%201-2-1915%20todate%3A%2028-2-1915  03/21/2021, 10:16:33No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056cf8ba9503edc404636da, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.34897938331821937>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.26076355619909014>]>
from case url https://indiankanoon.org/docfragment/1543381/?formInput=doctypes%3A%20bombay%20fromdate%3A%201-1-1932%20todate%3A%2031-1-1932  03/21/2021, 10:16:42No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056cf9302b360c6f5509525, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.25741839236026864>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.24500683813577057>]>
from case url https://indiankanoon.org/docfragment/573178/?formInput=doctypes%3A%20chennai%20fromdate%3A%201-2-1915%20todate%3A%2028-2-1915  03/21/2021, 10:17:06No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056cfaba9503edc404636dc, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.3504178200013121>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.2508717565447442>]>
from case url https://indiankanoon.org/docfragment/1728688/?formInput=doctypes%3A%20bombay%20fromdate%3A%201-1-1932%20todate%3A%2031-1-1932  03/21/2021, 10:17:15No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056cfb502b360c6f5509527, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.259622444518609>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.26409175628848613>]>
from case url https://indiankanoon.org/docfragment/1008100/?formInput=doctypes%3A%20chennai%20fromdate%3A%201-2-1915%20todate%3A%2028-2-1915  03/21/2021, 10:17:38No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056cfcba9503edc404636de, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.5278307040387882>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.25949769081408164>]>
from case url https://indiankanoon.org/docfragment/1196954/?formInput=doctypes%3A%20bombay%20fromdate%3A%201-1-1932%20todate%3A%2031-1-1932  03/21/2021, 10:17:48No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056cfd502b360c6f5509529, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.2519308915782604>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.25312046328384896>]>
from case url https://indiankanoon.org/docfragment/381526/?formInput=doctypes%3A%20chennai%20fromdate%3A%201-2-1915%20todate%3A%2028-2-1915  03/21/2021, 10:18:12No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056cfeea9503edc404636e0, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.25940574600070254>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.248634193353355>]>
from case url https://indiankanoon.org/docfragment/933299/?formInput=doctypes%3A%20bombay%20fromdate%3A%201-1-1932%20todate%3A%2031-1-1932  03/21/2021, 10:18:22No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056cff702b360c6f550952b, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.25303175742423634>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.25246021239669064>]>
from case url https://indiankanoon.org/docfragment/500412/?formInput=doctypes%3A%20chennai%20fromdate%3A%201-2-1915%20todate%3A%2028-2-1915  03/21/2021, 10:18:46No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056d00fa9503edc404636e2, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.25088095981045627>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.2507826374008437>]>
from case url https://indiankanoon.org/docfragment/480061/?formInput=doctypes%3A%20bombay%20fromdate%3A%201-1-1932%20todate%3A%2031-1-1932  03/21/2021, 10:18:54No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056d01802b360c6f550952d, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.2505236229303992>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.25576777924201455>]>
from case url https://indiankanoon.org/docfragment/1561786/?formInput=doctypes%3A%20chennai%20fromdate%3A%201-2-1915%20todate%3A%2028-2-1915  03/21/2021, 10:19:19No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056d030a9503edc404636e4, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.2619453796400922>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.2520933730806573>]>
from case url https://indiankanoon.org/docfragment/1726078/?formInput=doctypes%3A%20bombay%20fromdate%3A%201-1-1932%20todate%3A%2031-1-1932  03/21/2021, 10:19:28No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056d03902b360c6f550952f, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.260517811717582>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.2518704241923406>]>
from case url https://indiankanoon.org/docfragment/1282037/?formInput=doctypes%3A%20chennai%20fromdate%3A%201-2-1915%20todate%3A%2028-2-1915  03/21/2021, 10:19:52No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056d051a9503edc404636e6, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.2566396865241696>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.25733580984204313>]>
from case url https://indiankanoon.org/docfragment/1711284/?formInput=doctypes%3A%20bombay%20fromdate%3A%201-1-1932%20todate%3A%2031-1-1932  03/21/2021, 10:20:01No primary available for writes, Timeout: 30s, Topology Description: <TopologyDescription id: 6056d05a02b360c6f5509531, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('3.236.211.156', 27017) server_type: Unknown, rtt: None, error=AutoReconnect('3.236.211.156:27017: [Errno 111] Connection refused')>, <ServerDescription ('34.229.44.83', 27017) server_type: RSSecondary, rtt: 0.25043487517867474>, <ServerDescription ('54.165.160.182', 27017) server_type: RSSecondary, rtt: 0.26016278167808193>]>
